,Year,Country,Country Code,SUBJECT,Value,MEASURE,Longitude,Population,Latitude
1318,2006,Chile,CHL,POULTRY,29.403,Kilograms/capita,-71.542969,16347890,-35.675147
1319,2007,Chile,CHL,POULTRY,30.374,Kilograms/capita,-71.542969,16517933,-35.675147
1320,2008,Chile,CHL,POULTRY,28.649,Kilograms/capita,-71.542969,16697754,-35.675147
1321,2009,Chile,CHL,POULTRY,27.466,Kilograms/capita,-71.542969,16881078,-35.675147
1322,2010,Chile,CHL,POULTRY,29.038,Kilograms/capita,-71.542969,17063927,-35.675147
1323,2011,Chile,CHL,POULTRY,31.549,Kilograms/capita,-71.542969,17254159,-35.675147
1324,2012,Chile,CHL,POULTRY,31.684,Kilograms/capita,-71.542969,17443491,-35.675147
1325,2013,Chile,CHL,POULTRY,32.275,Kilograms/capita,-71.542969,17611902,-35.675147
1326,2014,Chile,CHL,POULTRY,32.024,Kilograms/capita,-71.542969,17787617,-35.675147
1327,2015,Chile,CHL,POULTRY,33.924,Kilograms/capita,-71.542969,17971423,-35.675147
1328,2016,Chile,CHL,POULTRY,35.891,Kilograms/capita,-71.542969,18167147,-35.675147
1329,2017,Chile,CHL,POULTRY,35.967,Kilograms/capita,-71.542969,18419192,-35.675147
1330,2018,Chile,CHL,POULTRY,36.36,Kilograms/capita,-71.542969,18751405,-35.675147
1331,2019,Chile,CHL,POULTRY,36.138,Kilograms/capita,-71.542969,19107216,-35.675147
1332,2020,Chile,CHL,POULTRY,37.073,Kilograms/capita,-71.542969,19458310,-35.675147
1333,1990,Chile,CHL,SHEEP,0.814,Kilograms/capita,-71.542969,,-35.675147
1334,1991,Chile,CHL,SHEEP,0.877,Kilograms/capita,-71.542969,,-35.675147
1335,1992,Chile,CHL,SHEEP,0.955,Kilograms/capita,-71.542969,,-35.675147
1336,1993,Chile,CHL,SHEEP,0.902,Kilograms/capita,-71.542969,,-35.675147
1337,1994,Chile,CHL,SHEEP,0.786,Kilograms/capita,-71.542969,,-35.675147
1338,1995,Chile,CHL,SHEEP,0.727,Kilograms/capita,-71.542969,,-35.675147
1339,1996,Chile,CHL,SHEEP,0.708,Kilograms/capita,-71.542969,,-35.675147
1340,1997,Chile,CHL,SHEEP,0.74,Kilograms/capita,-71.542969,,-35.675147
1341,1998,Chile,CHL,SHEEP,0.767,Kilograms/capita,-71.542969,,-35.675147
1342,1999,Chile,CHL,SHEEP,0.769,Kilograms/capita,-71.542969,,-35.675147
1343,2000,Chile,CHL,SHEEP,0.73,Kilograms/capita,-71.542969,,-35.675147
1344,2001,Chile,CHL,SHEEP,0.623,Kilograms/capita,-71.542969,,-35.675147
1345,2002,Chile,CHL,SHEEP,0.612,Kilograms/capita,-71.542969,,-35.675147
1346,2003,Chile,CHL,SHEEP,0.537,Kilograms/capita,-71.542969,,-35.675147
1347,2004,Chile,CHL,SHEEP,0.518,Kilograms/capita,-71.542969,,-35.675147
1348,2005,Chile,CHL,SHEEP,0.491,Kilograms/capita,-71.542969,16183489,-35.675147
1349,2006,Chile,CHL,SHEEP,0.587,Kilograms/capita,-71.542969,16347890,-35.675147
1350,2007,Chile,CHL,SHEEP,0.592,Kilograms/capita,-71.542969,16517933,-35.675147
1351,2008,Chile,CHL,SHEEP,0.652,Kilograms/capita,-71.542969,16697754,-35.675147
1352,2009,Chile,CHL,SHEEP,0.559,Kilograms/capita,-71.542969,16881078,-35.675147
1353,2010,Chile,CHL,SHEEP,0.489,Kilograms/capita,-71.542969,17063927,-35.675147
1354,2011,Chile,CHL,SHEEP,0.537,Kilograms/capita,-71.542969,17254159,-35.675147
1355,2012,Chile,CHL,SHEEP,0.532,Kilograms/capita,-71.542969,17443491,-35.675147
1356,2013,Chile,CHL,SHEEP,0.431,Kilograms/capita,-71.542969,17611902,-35.675147
1357,2014,Chile,CHL,SHEEP,0.476,Kilograms/capita,-71.542969,17787617,-35.675147
1358,2015,Chile,CHL,SHEEP,0.46,Kilograms/capita,-71.542969,17971423,-35.675147
1359,2016,Chile,CHL,SHEEP,0.419,Kilograms/capita,-71.542969,18167147,-35.675147
1360,2017,Chile,CHL,SHEEP,0.429,Kilograms/capita,-71.542969,18419192,-35.675147
1361,2018,Chile,CHL,SHEEP,0.418,Kilograms/capita,-71.542969,18751405,-35.675147
1362,2019,Chile,CHL,SHEEP,0.486,Kilograms/capita,-71.542969,19107216,-35.675147
1363,2020,Chile,CHL,SHEEP,0.484,Kilograms/capita,-71.542969,19458310,-35.675147
1364,1990,China,CHN,BEEF,0.639,Kilograms/capita,104.195397,,35.86166
1365,1991,China,CHN,BEEF,0.75,Kilograms/capita,104.195397,,35.86166
1366,1992,China,CHN,BEEF,1.001,Kilograms/capita,104.195397,,35.86166
1367,1993,China,CHN,BEEF,1.256,Kilograms/capita,104.195397,,35.86166
1368,1994,China,CHN,BEEF,1.523,Kilograms/capita,104.195397,,35.86166
1369,1995,China,CHN,BEEF,1.954,Kilograms/capita,104.195397,,35.86166
1370,1996,China,CHN,BEEF,1.944,Kilograms/capita,104.195397,,35.86166
1371,1997,China,CHN,BEEF,2.402,Kilograms/capita,104.195397,,35.86166
1372,1998,China,CHN,BEEF,2.601,Kilograms/capita,104.195397,,35.86166
1373,1999,China,CHN,BEEF,2.739,Kilograms/capita,104.195397,,35.86166
1374,2000,China,CHN,BEEF,2.685,Kilograms/capita,104.195397,,35.86166
1375,2001,China,CHN,BEEF,2.716,Kilograms/capita,104.195397,,35.86166
1376,2002,China,CHN,BEEF,2.782,Kilograms/capita,104.195397,,35.86166
1377,2003,China,CHN,BEEF,2.864,Kilograms/capita,104.195397,,35.86166
1378,2004,China,CHN,BEEF,2.928,Kilograms/capita,104.195397,,35.86166
1379,2005,China,CHN,BEEF,2.934,Kilograms/capita,104.195397,1330776380,35.86166
1380,2006,China,CHN,BEEF,2.953,Kilograms/capita,104.195397,1338408644,35.86166
1381,2007,China,CHN,BEEF,3.127,Kilograms/capita,104.195397,1345993891,35.86166
1382,2008,China,CHN,BEEF,3.126,Kilograms/capita,104.195397,1353569480,35.86166
1383,2009,China,CHN,BEEF,3.193,Kilograms/capita,104.195397,1361169410,35.86166
1384,2010,China,CHN,BEEF,3.187,Kilograms/capita,104.195397,1368810604,35.86166
1385,2011,China,CHN,BEEF,3.073,Kilograms/capita,104.195397,1376497633,35.86166
1386,2012,China,CHN,BEEF,3.106,Kilograms/capita,104.195397,1384206408,35.86166
1387,2013,China,CHN,BEEF,3.23,Kilograms/capita,104.195397,1391883335,35.86166
1388,2014,China,CHN,BEEF,3.222,Kilograms/capita,104.195397,1399453966,35.86166
1389,2015,China,CHN,BEEF,3.329,Kilograms/capita,104.195397,1406847868,35.86166
1390,2016,China,CHN,BEEF,3.383,Kilograms/capita,104.195397,1414049353,35.86166
1391,2017,China,CHN,BEEF,3.523,Kilograms/capita,104.195397,1421021794,35.86166
1392,2018,China,CHN,BEEF,3.617,Kilograms/capita,104.195397,1427647789,35.86166
1393,2019,China,CHN,BEEF,4.086,Kilograms/capita,104.195397,1433783692,35.86166
1394,2020,China,CHN,BEEF,4.186,Kilograms/capita,104.195397,1439323774,35.86166
1395,1990,China,CHN,PIG,14.959,Kilograms/capita,104.195397,,35.86166
1396,1991,China,CHN,PIG,15.851,Kilograms/capita,104.195397,,35.86166
1397,1992,China,CHN,PIG,16.951,Kilograms/capita,104.195397,,35.86166
1398,1993,China,CHN,PIG,18.159,Kilograms/capita,104.195397,,35.86166
1399,1994,China,CHN,PIG,19.674,Kilograms/capita,104.195397,,35.86166
1400,1995,China,CHN,PIG,19.939,Kilograms/capita,104.195397,,35.86166
1401,1996,China,CHN,PIG,19.546,Kilograms/capita,104.195397,,35.86166
1402,1997,China,CHN,PIG,22.113,Kilograms/capita,104.195397,,35.86166
1403,1998,China,CHN,PIG,23.708,Kilograms/capita,104.195397,,35.86166
1404,1999,China,CHN,PIG,23.64,Kilograms/capita,104.195397,,35.86166
1405,2000,China,CHN,PIG,23.986,Kilograms/capita,104.195397,,35.86166
1406,2001,China,CHN,PIG,24.267,Kilograms/capita,104.195397,,35.86166
1407,2002,China,CHN,PIG,24.531,Kilograms/capita,104.195397,,35.86166
1408,2003,China,CHN,PIG,24.999,Kilograms/capita,104.195397,,35.86166
1409,2004,China,CHN,PIG,25.322,Kilograms/capita,104.195397,,35.86166
1410,2005,China,CHN,PIG,26.425,Kilograms/capita,104.195397,1330776380,35.86166
1411,2006,China,CHN,PIG,26.893,Kilograms/capita,104.195397,1338408644,35.86166
1412,2007,China,CHN,PIG,24.774,Kilograms/capita,104.195397,1345993891,35.86166
1413,2008,China,CHN,PIG,26.815,Kilograms/capita,104.195397,1353569480,35.86166
1414,2009,China,CHN,PIG,28.296,Kilograms/capita,104.195397,1361169410,35.86166
1415,2010,China,CHN,PIG,29.34,Kilograms/capita,104.195397,1368810604,35.86166
1416,2011,China,CHN,PIG,29.319,Kilograms/capita,104.195397,1376497633,35.86166
1417,2012,China,CHN,PIG,30.943,Kilograms/capita,104.195397,1384206408,35.86166
1418,2013,China,CHN,PIG,31.796,Kilograms/capita,104.195397,1391883335,35.86166
1419,2014,China,CHN,PIG,32.72,Kilograms/capita,104.195397,1399453966,35.86166
1420,2015,China,CHN,PIG,31.752,Kilograms/capita,104.195397,1406847868,35.86166
1421,2016,China,CHN,PIG,30.947,Kilograms/capita,104.195397,1414049353,35.86166
1422,2017,China,CHN,PIG,30.671,Kilograms/capita,104.195397,1421021794,35.86166
1423,2018,China,CHN,PIG,30.253,Kilograms/capita,104.195397,1427647789,35.86166
1424,2019,China,CHN,PIG,24.367,Kilograms/capita,104.195397,1433783692,35.86166
1425,2020,China,CHN,PIG,22.718,Kilograms/capita,104.195397,1439323774,35.86166
1426,1990,China,CHN,POULTRY,0,Kilograms/capita,104.195397,,35.86166
1427,1991,China,CHN,POULTRY,2.898,Kilograms/capita,104.195397,,35.86166
1428,1992,China,CHN,POULTRY,3.267,Kilograms/capita,104.195397,,35.86166
1429,1993,China,CHN,POULTRY,4.131,Kilograms/capita,104.195397,,35.86166
1430,1994,China,CHN,POULTRY,4.698,Kilograms/capita,104.195397,,35.86166
1431,1995,China,CHN,POULTRY,5.943,Kilograms/capita,104.195397,,35.86166
1432,1996,China,CHN,POULTRY,5.917,Kilograms/capita,104.195397,,35.86166
1433,1997,China,CHN,POULTRY,6.748,Kilograms/capita,104.195397,,35.86166
1434,1998,China,CHN,POULTRY,7.442,Kilograms/capita,104.195397,,35.86166
1435,1999,China,CHN,POULTRY,7.739,Kilograms/capita,104.195397,,35.86166
1436,2000,China,CHN,POULTRY,8.35,Kilograms/capita,104.195397,,35.86166
1437,2001,China,CHN,POULTRY,8.089,Kilograms/capita,104.195397,,35.86166
1438,2002,China,CHN,POULTRY,8.118,Kilograms/capita,104.195397,,35.86166
1439,2003,China,CHN,POULTRY,8.436,Kilograms/capita,104.195397,,35.86166
1440,2004,China,CHN,POULTRY,8.28,Kilograms/capita,104.195397,,35.86166
1441,2005,China,CHN,POULTRY,8.856,Kilograms/capita,104.195397,1330776380,35.86166
1442,2006,China,CHN,POULTRY,9.093,Kilograms/capita,104.195397,1338408644,35.86166
1443,2007,China,CHN,POULTRY,9.755,Kilograms/capita,104.195397,1345993891,35.86166
1444,2008,China,CHN,POULTRY,10.351,Kilograms/capita,104.195397,1353569480,35.86166
1445,2009,China,CHN,POULTRY,10.631,Kilograms/capita,104.195397,1361169410,35.86166
1446,2010,China,CHN,POULTRY,10.771,Kilograms/capita,104.195397,1368810604,35.86166
1447,2011,China,CHN,POULTRY,10.924,Kilograms/capita,104.195397,1376497633,35.86166
1448,2012,China,CHN,POULTRY,11.64,Kilograms/capita,104.195397,1384206408,35.86166
1449,2013,China,CHN,POULTRY,11.452,Kilograms/capita,104.195397,1391883335,35.86166
1450,2014,China,CHN,POULTRY,11.018,Kilograms/capita,104.195397,1399453966,35.86166
1451,2015,China,CHN,POULTRY,11.424,Kilograms/capita,104.195397,1406847868,35.86166
1452,2016,China,CHN,POULTRY,11.89,Kilograms/capita,104.195397,1414049353,35.86166
1453,2017,China,CHN,POULTRY,11.765,Kilograms/capita,104.195397,1421021794,35.86166
1454,2018,China,CHN,POULTRY,12.323,Kilograms/capita,104.195397,1427647789,35.86166
1455,2019,China,CHN,POULTRY,14.022,Kilograms/capita,104.195397,1433783692,35.86166
1456,2020,China,CHN,POULTRY,14.191,Kilograms/capita,104.195397,1439323774,35.86166
1457,1990,China,CHN,SHEEP,0,Kilograms/capita,104.195397,,35.86166
1458,1991,China,CHN,SHEEP,0.869,Kilograms/capita,104.195397,,35.86166
1459,1992,China,CHN,SHEEP,0.91,Kilograms/capita,104.195397,,35.86166
1460,1993,China,CHN,SHEEP,0.99,Kilograms/capita,104.195397,,35.86166
1461,1994,China,CHN,SHEEP,1.058,Kilograms/capita,104.195397,,35.86166
1462,1995,China,CHN,SHEEP,1.238,Kilograms/capita,104.195397,,35.86166
1463,1996,China,CHN,SHEEP,1.274,Kilograms/capita,104.195397,,35.86166
1464,1997,China,CHN,SHEEP,1.486,Kilograms/capita,104.195397,,35.86166
1465,1998,China,CHN,SHEEP,1.627,Kilograms/capita,104.195397,,35.86166
1466,1999,China,CHN,SHEEP,1.73,Kilograms/capita,104.195397,,35.86166
1467,2000,China,CHN,SHEEP,1.816,Kilograms/capita,104.195397,,35.86166
1468,2001,China,CHN,SHEEP,1.832,Kilograms/capita,104.195397,,35.86166
1469,2002,China,CHN,SHEEP,1.905,Kilograms/capita,104.195397,,35.86166
1470,2003,China,CHN,SHEEP,2.053,Kilograms/capita,104.195397,,35.86166
1471,2004,China,CHN,SHEEP,2.189,Kilograms/capita,104.195397,,35.86166
1472,2005,China,CHN,SHEEP,2.289,Kilograms/capita,104.195397,1330776380,35.86166
1473,2006,China,CHN,SHEEP,2.363,Kilograms/capita,104.195397,1338408644,35.86166
1474,2007,China,CHN,SHEEP,2.486,Kilograms/capita,104.195397,1345993891,35.86166
1475,2008,China,CHN,SHEEP,2.466,Kilograms/capita,104.195397,1353569480,35.86166
1476,2009,China,CHN,SHEEP,2.521,Kilograms/capita,104.195397,1361169410,35.86166
1477,2010,China,CHN,SHEEP,2.595,Kilograms/capita,104.195397,1368810604,35.86166
1478,2011,China,CHN,SHEEP,2.561,Kilograms/capita,104.195397,1376497633,35.86166
1479,2012,China,CHN,SHEEP,2.625,Kilograms/capita,104.195397,1384206408,35.86166
1480,2013,China,CHN,SHEEP,2.742,Kilograms/capita,104.195397,1391883335,35.86166
1481,2014,China,CHN,SHEEP,2.868,Kilograms/capita,104.195397,1399453966,35.86166
1482,2015,China,CHN,SHEEP,2.896,Kilograms/capita,104.195397,1406847868,35.86166
1483,2016,China,CHN,SHEEP,2.995,Kilograms/capita,104.195397,1414049353,35.86166
1484,2017,China,CHN,SHEEP,3.049,Kilograms/capita,104.195397,1421021794,35.86166
1485,2018,China,CHN,SHEEP,3.101,Kilograms/capita,104.195397,1427647789,35.86166
1486,2019,China,CHN,SHEEP,3.235,Kilograms/capita,104.195397,1433783692,35.86166
1487,2020,China,CHN,SHEEP,3.305,Kilograms/capita,104.195397,1439323774,35.86166
1488,1990,Colombia,COL,BEEF,15.011,Kilograms/capita,-74.297333,,4.570868
1489,1991,Colombia,COL,BEEF,13.559,Kilograms/capita,-74.297333,,4.570868
1490,1992,Colombia,COL,BEEF,11.556,Kilograms/capita,-74.297333,,4.570868
1491,1993,Colombia,COL,BEEF,11.627,Kilograms/capita,-74.297333,,4.570868
1492,1994,Colombia,COL,BEEF,12.319,Kilograms/capita,-74.297333,,4.570868
1493,1995,Colombia,COL,BEEF,13.129,Kilograms/capita,-74.297333,,4.570868
1494,1996,Colombia,COL,BEEF,13.461,Kilograms/capita,-74.297333,,4.570868
1495,1997,Colombia,COL,BEEF,13.855,Kilograms/capita,-74.297333,,4.570868
1496,1998,Colombia,COL,BEEF,13.656,Kilograms/capita,-74.297333,,4.570868
1497,1999,Colombia,COL,BEEF,12.602,Kilograms/capita,-74.297333,,4.570868
1498,2000,Colombia,COL,BEEF,12.984,Kilograms/capita,-74.297333,,4.570868
1499,2001,Colombia,COL,BEEF,11.866,Kilograms/capita,-74.297333,,4.570868
1500,2002,Colombia,COL,BEEF,11.36,Kilograms/capita,-74.297333,,4.570868
1501,2003,Colombia,COL,BEEF,10.6,Kilograms/capita,-74.297333,,4.570868
1502,2004,Colombia,COL,BEEF,11.548,Kilograms/capita,-74.297333,,4.570868
1503,2005,Colombia,COL,BEEF,12.659,Kilograms/capita,-74.297333,42888592,4.570868
1504,2006,Colombia,COL,BEEF,12.852,Kilograms/capita,-74.297333,43405956,4.570868
1505,2007,Colombia,COL,BEEF,12.24,Kilograms/capita,-74.297333,43926929,4.570868
1506,2008,Colombia,COL,BEEF,11.91,Kilograms/capita,-74.297333,44451147,4.570868
1507,2009,Colombia,COL,BEEF,10.891,Kilograms/capita,-74.297333,44978832,4.570868
1508,2010,Colombia,COL,BEEF,11.681,Kilograms/capita,-74.297333,45509584,4.570868
1509,2011,Colombia,COL,BEEF,12.32,Kilograms/capita,-74.297333,46044601,4.570868
1510,2012,Colombia,COL,BEEF,12.633,Kilograms/capita,-74.297333,46581823,4.570868
1511,2013,Colombia,COL,BEEF,12.112,Kilograms/capita,-74.297333,47121089,4.570868
1512,2014,Colombia,COL,BEEF,12.17,Kilograms/capita,-74.297333,47661787,4.570868
1513,2015,Colombia,COL,BEEF,12.277,Kilograms/capita,-74.297333,48203405,4.570868
1514,2016,Colombia,COL,BEEF,11.335,Kilograms/capita,-74.297333,48747708,4.570868
1515,2017,Colombia,COL,BEEF,10.49,Kilograms/capita,-74.297333,49291609,4.570868
1516,2018,Colombia,COL,BEEF,10.624,Kilograms/capita,-74.297333,49834240,4.570868
1517,2019,Colombia,COL,BEEF,8.53,Kilograms/capita,-74.297333,50374478,4.570868
1518,2020,Colombia,COL,BEEF,8.62,Kilograms/capita,-74.297333,50911747,4.570868
1519,1990,Colombia,COL,PIG,3.047,Kilograms/capita,-74.297333,,4.570868
1520,1991,Colombia,COL,PIG,2.989,Kilograms/capita,-74.297333,,4.570868
1521,1992,Colombia,COL,PIG,2.97,Kilograms/capita,-74.297333,,4.570868
1522,1993,Colombia,COL,PIG,2.911,Kilograms/capita,-74.297333,,4.570868
1523,1994,Colombia,COL,PIG,2.884,Kilograms/capita,-74.297333,,4.570868
1524,1995,Colombia,COL,PIG,2.896,Kilograms/capita,-74.297333,,4.570868
1525,1996,Colombia,COL,PIG,2.719,Kilograms/capita,-74.297333,,4.570868
1526,1997,Colombia,COL,PIG,2.173,Kilograms/capita,-74.297333,,4.570868
1527,1998,Colombia,COL,PIG,1.638,Kilograms/capita,-74.297333,,4.570868
1528,1999,Colombia,COL,PIG,2.223,Kilograms/capita,-74.297333,,4.570868
1529,2000,Colombia,COL,PIG,2.13,Kilograms/capita,-74.297333,,4.570868
1530,2001,Colombia,COL,PIG,1.976,Kilograms/capita,-74.297333,,4.570868
1531,2002,Colombia,COL,PIG,2.127,Kilograms/capita,-74.297333,,4.570868
1532,2003,Colombia,COL,PIG,2.344,Kilograms/capita,-74.297333,,4.570868
1533,2004,Colombia,COL,PIG,2.409,Kilograms/capita,-74.297333,,4.570868
1534,2005,Colombia,COL,PIG,2.36,Kilograms/capita,-74.297333,42888592,4.570868
1535,2006,Colombia,COL,PIG,2.711,Kilograms/capita,-74.297333,43405956,4.570868
1536,2007,Colombia,COL,PIG,3.259,Kilograms/capita,-74.297333,43926929,4.570868
1537,2008,Colombia,COL,PIG,3.154,Kilograms/capita,-74.297333,44451147,4.570868
1538,2009,Colombia,COL,PIG,3.102,Kilograms/capita,-74.297333,44978832,4.570868
1539,2010,Colombia,COL,PIG,3.521,Kilograms/capita,-74.297333,45509584,4.570868
1540,2011,Colombia,COL,PIG,3.995,Kilograms/capita,-74.297333,46044601,4.570868
1541,2012,Colombia,COL,PIG,6.1,Kilograms/capita,-74.297333,46581823,4.570868
1542,2013,Colombia,COL,PIG,5.018,Kilograms/capita,-74.297333,47121089,4.570868
1543,2014,Colombia,COL,PIG,5.454,Kilograms/capita,-74.297333,47661787,4.570868
1544,2015,Colombia,COL,PIG,5.983,Kilograms/capita,-74.297333,48203405,4.570868
1545,2016,Colombia,COL,PIG,6.66,Kilograms/capita,-74.297333,48747708,4.570868
1546,2017,Colombia,COL,PIG,7.204,Kilograms/capita,-74.297333,49291609,4.570868
1547,2018,Colombia,COL,PIG,8.072,Kilograms/capita,-74.297333,49834240,4.570868
1548,2019,Colombia,COL,PIG,8.98,Kilograms/capita,-74.297333,50374478,4.570868
1549,2020,Colombia,COL,PIG,8.994,Kilograms/capita,-74.297333,50911747,4.570868
1550,1990,Colombia,COL,POULTRY,7.666,Kilograms/capita,-74.297333,,4.570868
1551,1991,Colombia,COL,POULTRY,9.787,Kilograms/capita,-74.297333,,4.570868
1552,1992,Colombia,COL,POULTRY,10.294,Kilograms/capita,-74.297333,,4.570868
1553,1993,Colombia,COL,POULTRY,11.086,Kilograms/capita,-74.297333,,4.570868
1554,1994,Colombia,COL,POULTRY,12.229,Kilograms/capita,-74.297333,,4.570868
1555,1995,Colombia,COL,POULTRY,13.397,Kilograms/capita,-74.297333,,4.570868
1556,1996,Colombia,COL,POULTRY,11.311,Kilograms/capita,-74.297333,,4.570868
1557,1997,Colombia,COL,POULTRY,10.467,Kilograms/capita,-74.297333,,4.570868
1558,1998,Colombia,COL,POULTRY,11.913,Kilograms/capita,-74.297333,,4.570868
1559,1999,Colombia,COL,POULTRY,11.541,Kilograms/capita,-74.297333,,4.570868
1560,2000,Colombia,COL,POULTRY,11.697,Kilograms/capita,-74.297333,,4.570868
1561,2001,Colombia,COL,POULTRY,13.609,Kilograms/capita,-74.297333,,4.570868
1562,2002,Colombia,COL,POULTRY,14.483,Kilograms/capita,-74.297333,,4.570868
1563,2003,Colombia,COL,POULTRY,14.821,Kilograms/capita,-74.297333,,4.570868
1564,2004,Colombia,COL,POULTRY,15.012,Kilograms/capita,-74.297333,,4.570868
1565,2005,Colombia,COL,POULTRY,16.151,Kilograms/capita,-74.297333,42888592,4.570868
1566,2006,Colombia,COL,POULTRY,17.781,Kilograms/capita,-74.297333,43405956,4.570868
1567,2007,Colombia,COL,POULTRY,19.133,Kilograms/capita,-74.297333,43926929,4.570868
1568,2008,Colombia,COL,POULTRY,20.599,Kilograms/capita,-74.297333,44451147,4.570868
1569,2009,Colombia,COL,POULTRY,20.572,Kilograms/capita,-74.297333,44978832,4.570868
1570,2010,Colombia,COL,POULTRY,21.392,Kilograms/capita,-74.297333,45509584,4.570868
1571,2011,Colombia,COL,POULTRY,21.367,Kilograms/capita,-74.297333,46044601,4.570868
1572,2012,Colombia,COL,POULTRY,21.956,Kilograms/capita,-74.297333,46581823,4.570868
1573,2013,Colombia,COL,POULTRY,24.744,Kilograms/capita,-74.297333,47121089,4.570868
1574,2014,Colombia,COL,POULTRY,26.051,Kilograms/capita,-74.297333,47661787,4.570868
1575,2015,Colombia,COL,POULTRY,27.072,Kilograms/capita,-74.297333,48203405,4.570868
1576,2016,Colombia,COL,POULTRY,28.3,Kilograms/capita,-74.297333,48747708,4.570868
1577,2017,Colombia,COL,POULTRY,29.509,Kilograms/capita,-74.297333,49291609,4.570868
1578,2018,Colombia,COL,POULTRY,30.669,Kilograms/capita,-74.297333,49834240,4.570868
1579,2019,Colombia,COL,POULTRY,31.281,Kilograms/capita,-74.297333,50374478,4.570868
1580,2020,Colombia,COL,POULTRY,31.704,Kilograms/capita,-74.297333,50911747,4.570868
1581,1990,Colombia,COL,SHEEP,0.313,Kilograms/capita,-74.297333,,4.570868
1582,1991,Colombia,COL,SHEEP,0.291,Kilograms/capita,-74.297333,,4.570868
1583,1992,Colombia,COL,SHEEP,0.305,Kilograms/capita,-74.297333,,4.570868
1584,1993,Colombia,COL,SHEEP,0.319,Kilograms/capita,-74.297333,,4.570868
1585,1994,Colombia,COL,SHEEP,0.314,Kilograms/capita,-74.297333,,4.570868
1586,1995,Colombia,COL,SHEEP,0.312,Kilograms/capita,-74.297333,,4.570868
1587,1996,Colombia,COL,SHEEP,0.279,Kilograms/capita,-74.297333,,4.570868
1588,1997,Colombia,COL,SHEEP,0.297,Kilograms/capita,-74.297333,,4.570868
1589,1998,Colombia,COL,SHEEP,0.272,Kilograms/capita,-74.297333,,4.570868
1590,1999,Colombia,COL,SHEEP,0.26,Kilograms/capita,-74.297333,,4.570868
1591,2000,Colombia,COL,SHEEP,0.29,Kilograms/capita,-74.297333,,4.570868
1592,2001,Colombia,COL,SHEEP,0.279,Kilograms/capita,-74.297333,,4.570868
1593,2002,Colombia,COL,SHEEP,0.258,Kilograms/capita,-74.297333,,4.570868
1594,2003,Colombia,COL,SHEEP,0.257,Kilograms/capita,-74.297333,,4.570868
1595,2004,Colombia,COL,SHEEP,0.249,Kilograms/capita,-74.297333,,4.570868
1596,2005,Colombia,COL,SHEEP,0.242,Kilograms/capita,-74.297333,42888592,4.570868
1597,2006,Colombia,COL,SHEEP,0.234,Kilograms/capita,-74.297333,43405956,4.570868
1598,2007,Colombia,COL,SHEEP,0.229,Kilograms/capita,-74.297333,43926929,4.570868
1599,2008,Colombia,COL,SHEEP,0.222,Kilograms/capita,-74.297333,44451147,4.570868
1600,2009,Colombia,COL,SHEEP,0.216,Kilograms/capita,-74.297333,44978832,4.570868
1601,2010,Colombia,COL,SHEEP,0.208,Kilograms/capita,-74.297333,45509584,4.570868
1602,2011,Colombia,COL,SHEEP,0.204,Kilograms/capita,-74.297333,46044601,4.570868
1603,2012,Colombia,COL,SHEEP,0.147,Kilograms/capita,-74.297333,46581823,4.570868
1604,2013,Colombia,COL,SHEEP,0.136,Kilograms/capita,-74.297333,47121089,4.570868
1605,2014,Colombia,COL,SHEEP,0.149,Kilograms/capita,-74.297333,47661787,4.570868
1606,2015,Colombia,COL,SHEEP,0.153,Kilograms/capita,-74.297333,48203405,4.570868
1607,2016,Colombia,COL,SHEEP,0.141,Kilograms/capita,-74.297333,48747708,4.570868
1608,2017,Colombia,COL,SHEEP,0.141,Kilograms/capita,-74.297333,49291609,4.570868
1609,2018,Colombia,COL,SHEEP,0.143,Kilograms/capita,-74.297333,49834240,4.570868
1610,2019,Colombia,COL,SHEEP,0.142,Kilograms/capita,-74.297333,50374478,4.570868
1611,2020,Colombia,COL,SHEEP,0.142,Kilograms/capita,-74.297333,50911747,4.570868
1612,1990,India,IND,BEEF,1.65,Kilograms/capita,78.96288,,20.593684
1613,1991,India,IND,BEEF,1.623,Kilograms/capita,78.96288,,20.593684
1614,1992,India,IND,BEEF,1.616,Kilograms/capita,78.96288,,20.593684
1615,1993,India,IND,BEEF,1.576,Kilograms/capita,78.96288,,20.593684
1616,1994,India,IND,BEEF,1.542,Kilograms/capita,78.96288,,20.593684
1617,1995,India,IND,BEEF,1.488,Kilograms/capita,78.96288,,20.593684
1618,1996,India,IND,BEEF,1.468,Kilograms/capita,78.96288,,20.593684
1619,1997,India,IND,BEEF,1.435,Kilograms/capita,78.96288,,20.593684
1620,1998,India,IND,BEEF,1.427,Kilograms/capita,78.96288,,20.593684
1621,1999,India,IND,BEEF,1.396,Kilograms/capita,78.96288,,20.593684
1622,2000,India,IND,BEEF,1.299,Kilograms/capita,78.96288,,20.593684
1623,2001,India,IND,BEEF,1.31,Kilograms/capita,78.96288,,20.593684
1624,2002,India,IND,BEEF,1.257,Kilograms/capita,78.96288,,20.593684
1625,2003,India,IND,BEEF,1.18,Kilograms/capita,78.96288,,20.593684
1626,2004,India,IND,BEEF,1.156,Kilograms/capita,78.96288,,20.593684
1627,2005,India,IND,BEEF,1.089,Kilograms/capita,78.96288,1147609924,20.593684
1628,2006,India,IND,BEEF,1.064,Kilograms/capita,78.96288,1165486291,20.593684
