,Year,Country,Country Code,SUBJECT,Value,MEASURE,Longitude,Population,Latitude
1629,2007,India,IND,BEEF,1.071,Kilograms/capita,78.96288,1183209471,20.593684
1630,2008,India,IND,BEEF,1.066,Kilograms/capita,78.96288,1200669762,20.593684
1631,2009,India,IND,BEEF,1.094,Kilograms/capita,78.96288,1217726217,20.593684
1632,2010,India,IND,BEEF,0.936,Kilograms/capita,78.96288,1234281163,20.593684
1633,2011,India,IND,BEEF,0.752,Kilograms/capita,78.96288,1250287939,20.593684
1634,2012,India,IND,BEEF,0.67,Kilograms/capita,78.96288,1265780243,20.593684
1635,2013,India,IND,BEEF,0.457,Kilograms/capita,78.96288,1280842119,20.593684
1636,2014,India,IND,BEEF,0.348,Kilograms/capita,78.96288,1295600768,20.593684
1637,2015,India,IND,BEEF,0.449,Kilograms/capita,78.96288,1310152392,20.593684
1638,2016,India,IND,BEEF,0.469,Kilograms/capita,78.96288,1324517250,20.593684
1639,2017,India,IND,BEEF,0.427,Kilograms/capita,78.96288,1338676779,20.593684
1640,2018,India,IND,BEEF,0.563,Kilograms/capita,78.96288,1352642283,20.593684
1641,2019,India,IND,BEEF,0.532,Kilograms/capita,78.96288,1366417756,20.593684
1642,2020,India,IND,BEEF,0.532,Kilograms/capita,78.96288,1380004385,20.593684
1643,1990,India,IND,PIG,0.37,Kilograms/capita,78.96288,,20.593684
1644,1991,India,IND,PIG,0.375,Kilograms/capita,78.96288,,20.593684
1645,1992,India,IND,PIG,0.383,Kilograms/capita,78.96288,,20.593684
1646,1993,India,IND,PIG,0.378,Kilograms/capita,78.96288,,20.593684
1647,1994,India,IND,PIG,0.373,Kilograms/capita,78.96288,,20.593684
1648,1995,India,IND,PIG,0.369,Kilograms/capita,78.96288,,20.593684
1649,1996,India,IND,PIG,0.445,Kilograms/capita,78.96288,,20.593684
1650,1997,India,IND,PIG,0.363,Kilograms/capita,78.96288,,20.593684
1651,1998,India,IND,PIG,0.356,Kilograms/capita,78.96288,,20.593684
1652,1999,India,IND,PIG,0.35,Kilograms/capita,78.96288,,20.593684
1653,2000,India,IND,PIG,0.345,Kilograms/capita,78.96288,,20.593684
1654,2001,India,IND,PIG,0.34,Kilograms/capita,78.96288,,20.593684
1655,2002,India,IND,PIG,0.335,Kilograms/capita,78.96288,,20.593684
1656,2003,India,IND,PIG,0.331,Kilograms/capita,78.96288,,20.593684
1657,2004,India,IND,PIG,0.307,Kilograms/capita,78.96288,,20.593684
1658,2005,India,IND,PIG,0.29,Kilograms/capita,78.96288,1147609924,20.593684
1659,2006,India,IND,PIG,0.272,Kilograms/capita,78.96288,1165486291,20.593684
1660,2007,India,IND,PIG,0.255,Kilograms/capita,78.96288,1183209471,20.593684
1661,2008,India,IND,PIG,0.247,Kilograms/capita,78.96288,1200669762,20.593684
1662,2009,India,IND,PIG,0.244,Kilograms/capita,78.96288,1217726217,20.593684
1663,2010,India,IND,PIG,0.235,Kilograms/capita,78.96288,1234281163,20.593684
1664,2011,India,IND,PIG,0.228,Kilograms/capita,78.96288,1250287939,20.593684
1665,2012,India,IND,PIG,0.221,Kilograms/capita,78.96288,1265780243,20.593684
1666,2013,India,IND,PIG,0.216,Kilograms/capita,78.96288,1280842119,20.593684
1667,2014,India,IND,PIG,0.211,Kilograms/capita,78.96288,1295600768,20.593684
1668,2015,India,IND,PIG,0.205,Kilograms/capita,78.96288,1310152392,20.593684
1669,2016,India,IND,PIG,0.187,Kilograms/capita,78.96288,1324517250,20.593684
1670,2017,India,IND,PIG,0.178,Kilograms/capita,78.96288,1338676779,20.593684
1671,2018,India,IND,PIG,0.173,Kilograms/capita,78.96288,1352642283,20.593684
1672,2019,India,IND,PIG,0.169,Kilograms/capita,78.96288,1366417756,20.593684
1673,2020,India,IND,PIG,0.168,Kilograms/capita,78.96288,1380004385,20.593684
1674,1990,India,IND,POULTRY,0.396,Kilograms/capita,78.96288,,20.593684
1675,1991,India,IND,POULTRY,0.518,Kilograms/capita,78.96288,,20.593684
1676,1992,India,IND,POULTRY,0.525,Kilograms/capita,78.96288,,20.593684
1677,1993,India,IND,POULTRY,0.579,Kilograms/capita,78.96288,,20.593684
1678,1994,India,IND,POULTRY,0.584,Kilograms/capita,78.96288,,20.593684
1679,1995,India,IND,POULTRY,0.588,Kilograms/capita,78.96288,,20.593684
1680,1996,India,IND,POULTRY,0.593,Kilograms/capita,78.96288,,20.593684
1681,1997,India,IND,POULTRY,0.586,Kilograms/capita,78.96288,,20.593684
1682,1998,India,IND,POULTRY,0.639,Kilograms/capita,78.96288,,20.593684
1683,1999,India,IND,POULTRY,0.689,Kilograms/capita,78.96288,,20.593684
1684,2000,India,IND,POULTRY,0.755,Kilograms/capita,78.96288,,20.593684
1685,2001,India,IND,POULTRY,0.791,Kilograms/capita,78.96288,,20.593684
1686,2002,India,IND,POULTRY,0.91,Kilograms/capita,78.96288,,20.593684
1687,2003,India,IND,POULTRY,0.987,Kilograms/capita,78.96288,,20.593684
1688,2004,India,IND,POULTRY,1.047,Kilograms/capita,78.96288,,20.593684
1689,2005,India,IND,POULTRY,1.107,Kilograms/capita,78.96288,1147609924,20.593684
1690,2006,India,IND,POULTRY,1.177,Kilograms/capita,78.96288,1165486291,20.593684
1691,2007,India,IND,POULTRY,1.335,Kilograms/capita,78.96288,1183209471,20.593684
1692,2008,India,IND,POULTRY,1.409,Kilograms/capita,78.96288,1200669762,20.593684
1693,2009,India,IND,POULTRY,1.536,Kilograms/capita,78.96288,1217726217,20.593684
1694,2010,India,IND,POULTRY,1.589,Kilograms/capita,78.96288,1234281163,20.593684
1695,2011,India,IND,POULTRY,1.768,Kilograms/capita,78.96288,1250287939,20.593684
1696,2012,India,IND,POULTRY,1.886,Kilograms/capita,78.96288,1265780243,20.593684
1697,2013,India,IND,POULTRY,1.977,Kilograms/capita,78.96288,1280842119,20.593684
1698,2014,India,IND,POULTRY,2.085,Kilograms/capita,78.96288,1295600768,20.593684
1699,2015,India,IND,POULTRY,2.207,Kilograms/capita,78.96288,1310152392,20.593684
1700,2016,India,IND,POULTRY,2.278,Kilograms/capita,78.96288,1324517250,20.593684
1701,2017,India,IND,POULTRY,2.327,Kilograms/capita,78.96288,1338676779,20.593684
1702,2018,India,IND,POULTRY,2.405,Kilograms/capita,78.96288,1352642283,20.593684
1703,2019,India,IND,POULTRY,2.403,Kilograms/capita,78.96288,1366417756,20.593684
1704,2020,India,IND,POULTRY,2.517,Kilograms/capita,78.96288,1380004385,20.593684
1705,1990,India,IND,SHEEP,0.61,Kilograms/capita,78.96288,,20.593684
1706,1991,India,IND,SHEEP,0.606,Kilograms/capita,78.96288,,20.593684
1707,1992,India,IND,SHEEP,0.601,Kilograms/capita,78.96288,,20.593684
1708,1993,India,IND,SHEEP,0.594,Kilograms/capita,78.96288,,20.593684
1709,1994,India,IND,SHEEP,0.585,Kilograms/capita,78.96288,,20.593684
1710,1995,India,IND,SHEEP,0.6,Kilograms/capita,78.96288,,20.593684
1711,1996,India,IND,SHEEP,0.596,Kilograms/capita,78.96288,,20.593684
1712,1997,India,IND,SHEEP,0.594,Kilograms/capita,78.96288,,20.593684
1713,1998,India,IND,SHEEP,0.588,Kilograms/capita,78.96288,,20.593684
1714,1999,India,IND,SHEEP,0.58,Kilograms/capita,78.96288,,20.593684
1715,2000,India,IND,SHEEP,0.567,Kilograms/capita,78.96288,,20.593684
1716,2001,India,IND,SHEEP,0.567,Kilograms/capita,78.96288,,20.593684
1717,2002,India,IND,SHEEP,0.559,Kilograms/capita,78.96288,,20.593684
1718,2003,India,IND,SHEEP,0.545,Kilograms/capita,78.96288,,20.593684
1719,2004,India,IND,SHEEP,0.559,Kilograms/capita,78.96288,,20.593684
1720,2005,India,IND,SHEEP,0.57,Kilograms/capita,78.96288,1147609924,20.593684
1721,2006,India,IND,SHEEP,0.581,Kilograms/capita,78.96288,1165486291,20.593684
1722,2007,India,IND,SHEEP,0.591,Kilograms/capita,78.96288,1183209471,20.593684
1723,2008,India,IND,SHEEP,0.568,Kilograms/capita,78.96288,1200669762,20.593684
1724,2009,India,IND,SHEEP,0.518,Kilograms/capita,78.96288,1217726217,20.593684
1725,2010,India,IND,SHEEP,0.543,Kilograms/capita,78.96288,1234281163,20.593684
1726,2011,India,IND,SHEEP,0.532,Kilograms/capita,78.96288,1250287939,20.593684
1727,2012,India,IND,SHEEP,0.518,Kilograms/capita,78.96288,1265780243,20.593684
1728,2013,India,IND,SHEEP,0.5,Kilograms/capita,78.96288,1280842119,20.593684
1729,2014,India,IND,SHEEP,0.488,Kilograms/capita,78.96288,1295600768,20.593684
1730,2015,India,IND,SHEEP,0.477,Kilograms/capita,78.96288,1310152392,20.593684
1731,2016,India,IND,SHEEP,0.48,Kilograms/capita,78.96288,1324517250,20.593684
1732,2017,India,IND,SHEEP,0.468,Kilograms/capita,78.96288,1338676779,20.593684
1733,2018,India,IND,SHEEP,0.464,Kilograms/capita,78.96288,1352642283,20.593684
1734,2019,India,IND,SHEEP,0.458,Kilograms/capita,78.96288,1366417756,20.593684
1735,2020,India,IND,SHEEP,0.458,Kilograms/capita,78.96288,1380004385,20.593684
1736,1990,Indonesia,IDN,BEEF,1.18,Kilograms/capita,113.921327,,-0.789275
1737,1991,Indonesia,IDN,BEEF,1.188,Kilograms/capita,113.921327,,-0.789275
1738,1992,Indonesia,IDN,BEEF,1.292,Kilograms/capita,113.921327,,-0.789275
1739,1993,Indonesia,IDN,BEEF,1.475,Kilograms/capita,113.921327,,-0.789275
1740,1994,Indonesia,IDN,BEEF,1.413,Kilograms/capita,113.921327,,-0.789275
1741,1995,Indonesia,IDN,BEEF,1.314,Kilograms/capita,113.921327,,-0.789275
1742,1996,Indonesia,IDN,BEEF,1.46,Kilograms/capita,113.921327,,-0.789275
1743,1997,Indonesia,IDN,BEEF,1.492,Kilograms/capita,113.921327,,-0.789275
1744,1998,Indonesia,IDN,BEEF,1.364,Kilograms/capita,113.921327,,-0.789275
1745,1999,Indonesia,IDN,BEEF,1.289,Kilograms/capita,113.921327,,-0.789275
1746,2000,Indonesia,IDN,BEEF,1.398,Kilograms/capita,113.921327,,-0.789275
1747,2001,Indonesia,IDN,BEEF,1.32,Kilograms/capita,113.921327,,-0.789275
1748,2002,Indonesia,IDN,BEEF,1.249,Kilograms/capita,113.921327,,-0.789275
1749,2003,Indonesia,IDN,BEEF,1.338,Kilograms/capita,113.921327,,-0.789275
1750,2004,Indonesia,IDN,BEEF,1.579,Kilograms/capita,113.921327,,-0.789275
1751,2005,Indonesia,IDN,BEEF,1.312,Kilograms/capita,113.921327,226289468,-0.789275
1752,2006,Indonesia,IDN,BEEF,1.443,Kilograms/capita,113.921327,229318262,-0.789275
1753,2007,Indonesia,IDN,BEEF,1.303,Kilograms/capita,113.921327,232374239,-0.789275
1754,2008,Indonesia,IDN,BEEF,1.454,Kilograms/capita,113.921327,235469755,-0.789275
1755,2009,Indonesia,IDN,BEEF,1.557,Kilograms/capita,113.921327,238620554,-0.789275
1756,2010,Indonesia,IDN,BEEF,1.702,Kilograms/capita,113.921327,241834226,-0.789275
1757,2011,Indonesia,IDN,BEEF,1.721,Kilograms/capita,113.921327,245115988,-0.789275
1758,2012,Indonesia,IDN,BEEF,1.662,Kilograms/capita,113.921327,248451714,-0.789275
1759,2013,Indonesia,IDN,BEEF,1.682,Kilograms/capita,113.921327,251805314,-0.789275
1760,2014,Indonesia,IDN,BEEF,1.732,Kilograms/capita,113.921327,255128076,-0.789275
1761,2015,Indonesia,IDN,BEEF,1.658,Kilograms/capita,113.921327,255587900,-0.789275
1762,2016,Indonesia,IDN,BEEF,1.888,Kilograms/capita,113.921327,258496500,-0.789275
1763,2017,Indonesia,IDN,BEEF,1.89,Kilograms/capita,113.921327,261355500,-0.789275
1764,2018,Indonesia,IDN,BEEF,2.034,Kilograms/capita,113.921327,264161600,-0.789275
1765,2019,Indonesia,IDN,BEEF,2.159,Kilograms/capita,113.921327,266911900,-0.789275
1766,2020,Indonesia,IDN,BEEF,2.178,Kilograms/capita,113.921327,269603400,-0.789275
1767,1990,Indonesia,IDN,PIG,2.351,Kilograms/capita,113.921327,,-0.789275
1768,1991,Indonesia,IDN,PIG,2.429,Kilograms/capita,113.921327,,-0.789275
1769,1992,Indonesia,IDN,PIG,2.435,Kilograms/capita,113.921327,,-0.789275
1770,1993,Indonesia,IDN,PIG,2.544,Kilograms/capita,113.921327,,-0.789275
1771,1994,Indonesia,IDN,PIG,2.657,Kilograms/capita,113.921327,,-0.789275
1772,1995,Indonesia,IDN,PIG,2.268,Kilograms/capita,113.921327,,-0.789275
1773,1996,Indonesia,IDN,PIG,2.341,Kilograms/capita,113.921327,,-0.789275
1774,1997,Indonesia,IDN,PIG,2.438,Kilograms/capita,113.921327,,-0.789275
1775,1998,Indonesia,IDN,PIG,2.358,Kilograms/capita,113.921327,,-0.789275
1776,1999,Indonesia,IDN,PIG,2.057,Kilograms/capita,113.921327,,-0.789275
1777,2000,Indonesia,IDN,PIG,1.529,Kilograms/capita,113.921327,,-0.789275
1778,2001,Indonesia,IDN,PIG,1.525,Kilograms/capita,113.921327,,-0.789275
1779,2002,Indonesia,IDN,PIG,1.666,Kilograms/capita,113.921327,,-0.789275
1780,2003,Indonesia,IDN,PIG,1.761,Kilograms/capita,113.921327,,-0.789275
1781,2004,Indonesia,IDN,PIG,0.678,Kilograms/capita,113.921327,,-0.789275
1782,2005,Indonesia,IDN,PIG,0.607,Kilograms/capita,113.921327,226289468,-0.789275
1783,2006,Indonesia,IDN,PIG,0.678,Kilograms/capita,113.921327,229318262,-0.789275
1784,2007,Indonesia,IDN,PIG,0.773,Kilograms/capita,113.921327,232374239,-0.789275
1785,2008,Indonesia,IDN,PIG,0.697,Kilograms/capita,113.921327,235469755,-0.789275
1786,2009,Indonesia,IDN,PIG,0.653,Kilograms/capita,113.921327,238620554,-0.789275
1787,2010,Indonesia,IDN,PIG,0.683,Kilograms/capita,113.921327,241834226,-0.789275
1788,2011,Indonesia,IDN,PIG,0.716,Kilograms/capita,113.921327,245115988,-0.789275
1789,2012,Indonesia,IDN,PIG,0.73,Kilograms/capita,113.921327,248451714,-0.789275
1790,2013,Indonesia,IDN,PIG,0.931,Kilograms/capita,113.921327,251805314,-0.789275
1791,2014,Indonesia,IDN,PIG,0.933,Kilograms/capita,113.921327,255128076,-0.789275
1792,2015,Indonesia,IDN,PIG,1.015,Kilograms/capita,113.921327,255587900,-0.789275
1793,2016,Indonesia,IDN,PIG,1.033,Kilograms/capita,113.921327,258496500,-0.789275
1794,2017,Indonesia,IDN,PIG,1.02,Kilograms/capita,113.921327,261355500,-0.789275
1795,2018,Indonesia,IDN,PIG,1.019,Kilograms/capita,113.921327,264161600,-0.789275
1796,2019,Indonesia,IDN,PIG,1.011,Kilograms/capita,113.921327,266911900,-0.789275
1797,2020,Indonesia,IDN,PIG,1.008,Kilograms/capita,113.921327,269603400,-0.789275
1798,1990,Indonesia,IDN,POULTRY,2.468,Kilograms/capita,113.921327,,-0.789275
1799,1991,Indonesia,IDN,POULTRY,2.783,Kilograms/capita,113.921327,,-0.789275
1800,1992,Indonesia,IDN,POULTRY,2.567,Kilograms/capita,113.921327,,-0.789275
1801,1993,Indonesia,IDN,POULTRY,3.222,Kilograms/capita,113.921327,,-0.789275
1802,1994,Indonesia,IDN,POULTRY,3.704,Kilograms/capita,113.921327,,-0.789275
1803,1995,Indonesia,IDN,POULTRY,3.918,Kilograms/capita,113.921327,,-0.789275
1804,1996,Indonesia,IDN,POULTRY,4.178,Kilograms/capita,113.921327,,-0.789275
1805,1997,Indonesia,IDN,POULTRY,3.903,Kilograms/capita,113.921327,,-0.789275
1806,1998,Indonesia,IDN,POULTRY,2.645,Kilograms/capita,113.921327,,-0.789275
1807,1999,Indonesia,IDN,POULTRY,2.642,Kilograms/capita,113.921327,,-0.789275
1808,2000,Indonesia,IDN,POULTRY,3.46,Kilograms/capita,113.921327,,-0.789275
1809,2001,Indonesia,IDN,POULTRY,3.788,Kilograms/capita,113.921327,,-0.789275
1810,2002,Indonesia,IDN,POULTRY,4.461,Kilograms/capita,113.921327,,-0.789275
1811,2003,Indonesia,IDN,POULTRY,4.531,Kilograms/capita,113.921327,,-0.789275
1812,2004,Indonesia,IDN,POULTRY,4.779,Kilograms/capita,113.921327,,-0.789275
1813,2005,Indonesia,IDN,POULTRY,4.468,Kilograms/capita,113.921327,226289468,-0.789275
1814,2006,Indonesia,IDN,POULTRY,4.934,Kilograms/capita,113.921327,229318262,-0.789275
1815,2007,Indonesia,IDN,POULTRY,5.084,Kilograms/capita,113.921327,232374239,-0.789275
1816,2008,Indonesia,IDN,POULTRY,5.166,Kilograms/capita,113.921327,235469755,-0.789275
1817,2009,Indonesia,IDN,POULTRY,5.27,Kilograms/capita,113.921327,238620554,-0.789275
1818,2010,Indonesia,IDN,POULTRY,5.666,Kilograms/capita,113.921327,241834226,-0.789275
1819,2011,Indonesia,IDN,POULTRY,6.051,Kilograms/capita,113.921327,245115988,-0.789275
1820,2012,Indonesia,IDN,POULTRY,6.24,Kilograms/capita,113.921327,248451714,-0.789275
1821,2013,Indonesia,IDN,POULTRY,6.53,Kilograms/capita,113.921327,251805314,-0.789275
1822,2014,Indonesia,IDN,POULTRY,6.8,Kilograms/capita,113.921327,255128076,-0.789275
1823,2015,Indonesia,IDN,POULTRY,7.041,Kilograms/capita,113.921327,255587900,-0.789275
1824,2016,Indonesia,IDN,POULTRY,7.9,Kilograms/capita,113.921327,258496500,-0.789275
1825,2017,Indonesia,IDN,POULTRY,7.666,Kilograms/capita,113.921327,261355500,-0.789275
1826,2018,Indonesia,IDN,POULTRY,7.546,Kilograms/capita,113.921327,264161600,-0.789275
1827,2019,Indonesia,IDN,POULTRY,7.764,Kilograms/capita,113.921327,266911900,-0.789275
1828,2020,Indonesia,IDN,POULTRY,7.903,Kilograms/capita,113.921327,269603400,-0.789275
1829,1990,Indonesia,IDN,SHEEP,0.438,Kilograms/capita,113.921327,,-0.789275
1830,1991,Indonesia,IDN,SHEEP,0.452,Kilograms/capita,113.921327,,-0.789275
1831,1992,Indonesia,IDN,SHEEP,0.467,Kilograms/capita,113.921327,,-0.789275
1832,1993,Indonesia,IDN,SHEEP,0.515,Kilograms/capita,113.921327,,-0.789275
1833,1994,Indonesia,IDN,SHEEP,0.454,Kilograms/capita,113.921327,,-0.789275
1834,1995,Indonesia,IDN,SHEEP,0.425,Kilograms/capita,113.921327,,-0.789275
1835,1996,Indonesia,IDN,SHEEP,0.437,Kilograms/capita,113.921327,,-0.789275
1836,1997,Indonesia,IDN,SHEEP,0.468,Kilograms/capita,113.921327,,-0.789275
1837,1998,Indonesia,IDN,SHEEP,0.351,Kilograms/capita,113.921327,,-0.789275
1838,1999,Indonesia,IDN,SHEEP,0.33,Kilograms/capita,113.921327,,-0.789275
1839,2000,Indonesia,IDN,SHEEP,0.328,Kilograms/capita,113.921327,,-0.789275
1840,2001,Indonesia,IDN,SHEEP,0.386,Kilograms/capita,113.921327,,-0.789275
1841,2002,Indonesia,IDN,SHEEP,0.514,Kilograms/capita,113.921327,,-0.789275
1842,2003,Indonesia,IDN,SHEEP,0.578,Kilograms/capita,113.921327,,-0.789275
1843,2004,Indonesia,IDN,SHEEP,0.487,Kilograms/capita,113.921327,,-0.789275
1844,2005,Indonesia,IDN,SHEEP,0.383,Kilograms/capita,113.921327,226289468,-0.789275
1845,2006,Indonesia,IDN,SHEEP,0.54,Kilograms/capita,113.921327,229318262,-0.789275
1846,2007,Indonesia,IDN,SHEEP,0.457,Kilograms/capita,113.921327,232374239,-0.789275
1847,2008,Indonesia,IDN,SHEEP,0.424,Kilograms/capita,113.921327,235469755,-0.789275
1848,2009,Indonesia,IDN,SHEEP,0.474,Kilograms/capita,113.921327,238620554,-0.789275
1849,2010,Indonesia,IDN,SHEEP,0.415,Kilograms/capita,113.921327,241834226,-0.789275
1850,2011,Indonesia,IDN,SHEEP,0.409,Kilograms/capita,113.921327,245115988,-0.789275
1851,2012,Indonesia,IDN,SHEEP,0.392,Kilograms/capita,113.921327,248451714,-0.789275
1852,2013,Indonesia,IDN,SHEEP,0.377,Kilograms/capita,113.921327,251805314,-0.789275
1853,2014,Indonesia,IDN,SHEEP,0.382,Kilograms/capita,113.921327,255128076,-0.789275
1854,2015,Indonesia,IDN,SHEEP,0.383,Kilograms/capita,113.921327,255587900,-0.789275
1855,2016,Indonesia,IDN,SHEEP,0.39,Kilograms/capita,113.921327,258496500,-0.789275
1856,2017,Indonesia,IDN,SHEEP,0.425,Kilograms/capita,113.921327,261355500,-0.789275
1857,2018,Indonesia,IDN,SHEEP,0.429,Kilograms/capita,113.921327,264161600,-0.789275
1858,2019,Indonesia,IDN,SHEEP,0.432,Kilograms/capita,113.921327,266911900,-0.789275
1859,2020,Indonesia,IDN,SHEEP,0.429,Kilograms/capita,113.921327,269603400,-0.789275
1860,1990,Israel,ISR,BEEF,9.966,Kilograms/capita,34.851612,,31.046051
1861,1991,Israel,ISR,BEEF,12.32,Kilograms/capita,34.851612,,31.046051
1862,1992,Israel,ISR,BEEF,10.094,Kilograms/capita,34.851612,,31.046051
1863,1993,Israel,ISR,BEEF,10.652,Kilograms/capita,34.851612,,31.046051
1864,1994,Israel,ISR,BEEF,13.894,Kilograms/capita,34.851612,,31.046051
1865,1995,Israel,ISR,BEEF,12.343,Kilograms/capita,34.851612,,31.046051
1866,1996,Israel,ISR,BEEF,13.616,Kilograms/capita,34.851612,,31.046051
1867,1997,Israel,ISR,BEEF,14.431,Kilograms/capita,34.851612,,31.046051
1868,1998,Israel,ISR,BEEF,13.659,Kilograms/capita,34.851612,,31.046051
1869,1999,Israel,ISR,BEEF,13.468,Kilograms/capita,34.851612,,31.046051
1870,2000,Israel,ISR,BEEF,16.532,Kilograms/capita,34.851612,,31.046051
1871,2001,Israel,ISR,BEEF,15.167,Kilograms/capita,34.851612,,31.046051
1872,2002,Israel,ISR,BEEF,17.774,Kilograms/capita,34.851612,,31.046051
1873,2003,Israel,ISR,BEEF,18.342,Kilograms/capita,34.851612,,31.046051
1874,2004,Israel,ISR,BEEF,8.98,Kilograms/capita,34.851612,,31.046051
1875,2005,Israel,ISR,BEEF,16.87,Kilograms/capita,34.851612,6930128,31.046051
1876,2006,Israel,ISR,BEEF,21.967,Kilograms/capita,34.851612,7053707,31.046051
1877,2007,Israel,ISR,BEEF,19.333,Kilograms/capita,34.851612,7180114.5,31.046051
1878,2008,Israel,ISR,BEEF,23.448,Kilograms/capita,34.851612,7308795,31.046051
1879,2009,Israel,ISR,BEEF,17.855,Kilograms/capita,34.851612,7485565,31.046051
1880,2010,Israel,ISR,BEEF,18.893,Kilograms/capita,34.851612,7623561,31.046051
1881,2011,Israel,ISR,BEEF,19.583,Kilograms/capita,34.851612,7765832,31.046051
1882,2012,Israel,ISR,BEEF,18.165,Kilograms/capita,34.851612,7910525,31.046051
1883,2013,Israel,ISR,BEEF,23.298,Kilograms/capita,34.851612,8059456,31.046051
1884,2014,Israel,ISR,BEEF,18.672,Kilograms/capita,34.851612,8215668,31.046051
1885,2015,Israel,ISR,BEEF,18.7,Kilograms/capita,34.851612,8380149,31.046051
1886,2016,Israel,ISR,BEEF,20.296,Kilograms/capita,34.851612,8546009,31.046051
1887,2017,Israel,ISR,BEEF,20.909,Kilograms/capita,34.851612,8713268,31.046051
1888,2018,Israel,ISR,BEEF,22.851,Kilograms/capita,34.851612,8882764,31.046051
1889,2019,Israel,ISR,BEEF,23.16,Kilograms/capita,34.851612,9054000,31.046051
1890,2020,Israel,ISR,BEEF,23.214,Kilograms/capita,34.851612,9215100,31.046051
1891,1990,Israel,ISR,PIG,1.59,Kilograms/capita,34.851612,,31.046051
1892,1991,Israel,ISR,PIG,1.569,Kilograms/capita,34.851612,,31.046051
1893,1992,Israel,ISR,PIG,1.503,Kilograms/capita,34.851612,,31.046051
1894,1993,Israel,ISR,PIG,1.358,Kilograms/capita,34.851612,,31.046051
1895,1994,Israel,ISR,PIG,1.312,Kilograms/capita,34.851612,,31.046051
1896,1995,Israel,ISR,PIG,1.498,Kilograms/capita,34.851612,,31.046051
1897,1996,Israel,ISR,PIG,1.479,Kilograms/capita,34.851612,,31.046051
1898,1997,Israel,ISR,PIG,1.637,Kilograms/capita,34.851612,,31.046051
1899,1998,Israel,ISR,PIG,1.6,Kilograms/capita,34.851612,,31.046051
1900,1999,Israel,ISR,PIG,1.137,Kilograms/capita,34.851612,,31.046051
